"","Estimate","Std..Error","t.value","Pr...t..","Estimate.1","Std..Error.1","t.value.1","Pr...t...1","Estimate.2","Std..Error.2","t.value.2","Pr...t...2","Estimate.3","Std..Error.3","t.value.3","Pr...t...3","Estimate.4","Std..Error.4","t.value.4","Pr...t...4","Estimate.5","Std..Error.5","t.value.5","Pr...t...5","Estimate.6","Std..Error.6","t.value.6","Pr...t...6","Estimate.7","Std..Error.7","t.value.7","Pr...t...7","Estimate.8","Std..Error.8","t.value.8","Pr...t...8","Estimate.9","Std..Error.9","t.value.9","Pr...t...9","Estimate.10","Std..Error.10","t.value.10","Pr...t...10","Estimate.11","Std..Error.11","t.value.11","Pr...t...11","Estimate.12","Std..Error.12","t.value.12","Pr...t...12","Estimate.13","Std..Error.13","t.value.13","Pr...t...13","Estimate.14","Std..Error.14","t.value.14","Pr...t...14","Estimate.15","Std..Error.15","t.value.15","Pr...t...15","Estimate.16","Std..Error.16","t.value.16","Pr...t...16","Estimate.17","Std..Error.17","t.value.17","Pr...t...17","Estimate.18","Std..Error.18","t.value.18","Pr...t...18","Estimate.19","Std..Error.19","t.value.19","Pr...t...19","Estimate.20","Std..Error.20","t.value.20","Pr...t...20","Estimate.21","Std..Error.21","t.value.21","Pr...t...21","Estimate.22","Std..Error.22","t.value.22","Pr...t...22","Estimate.23","Std..Error.23","t.value.23","Pr...t...23","Estimate.24","Std..Error.24","t.value.24","Pr...t...24","Estimate.25","Std..Error.25","t.value.25","Pr...t...25","Estimate.26","Std..Error.26","t.value.26","Pr...t...26","Estimate.27","Std..Error.27","t.value.27","Pr...t...27","Estimate.28","Std..Error.28","t.value.28","Pr...t...28","Estimate.29","Std..Error.29","t.value.29","Pr...t...29"
"(Intercept)",-0.31693324091403,2.19939747660099,-0.144100029342503,0.885426365000808,1.98999985619513,2.11725469472553,0.939896301164228,0.347308934508843,4.76199664750453,2.70969075266088,1.75739487719339,0.0789019822106753,3.1155398426479,3.02130532337361,1.03119000206476,0.302493669754103,0.287768172004833,3.18697252929421,0.0902951529577704,0.928055713149017,3.63865520331168,2.35598890058742,1.54442799047332,0.12253790044826,-1.93236744450044,2.72239580156383,-0.709804005497812,0.477853518656925,-2.8748766864125,2.77989000459324,-1.03416922312117,0.301099117980347,-10.9488346403873,2.60200206088835,-4.20785010318142,2.61606881409213e-05,3.98370028218786,2.83034858787209,1.40749457478765,0.159333057538625,-0.0926202381139213,2.87688651535854,-0.032194609561225,0.974317935472296,-0.223904251762571,2.92392146370693,-0.0765766982943194,0.938962872949399,4.99332214203851,3.3302718781779,1.49937372223511,0.133829796323125,1.43078394976044,2.32426267037413,0.615586167603912,0.538191243799907,-5.09615658938619,3.55360758613207,-1.43407972486155,0.151602098639402,0.374843688133408,2.87338386511033,0.130453745733348,0.896211859915564,-0.921454064732791,2.14017345298467,-0.430551114185507,0.666810398527499,-1.50747406425801,2.32567869893838,-0.648186727145989,0.516889214406554,1.72460798771018,2.7073673619162,0.637005532374281,0.524145763812354,-3.13618023113635,2.90181142458479,-1.08076638080818,0.279844879372645,-0.52242089975014,3.24424408059515,-0.161030084904803,0.872075176182418,-0.0444371142734158,2.71660164903729,-0.0163576114625284,0.986949645185755,1.33102394652048,1.75680109206839,0.757640664347146,0.44869615324815,1.14380898359612,1.48264825062061,0.771463483073173,0.440462915620076,-1.51335529228928,3.10538963212636,-0.487331855762345,0.626041141761285,-1.3580604560673,2.38433145341003,-0.569577041868498,0.568986120064458,-0.756198484451693,2.87993462030365,-0.26257487899915,0.792887361148813,1.44824631922869,2.64647244467909,0.547236500474615,0.584236800589792,0.853800361360571,2.51911162675241,0.338929149583289,0.734675072924383,1.08161283785544,1.83431395302969,0.589655241987869,0.555444212186396
"app_year",0.000166658420248322,0.00109103074556831,0.152753184019127,0.878598101149658,-0.00097611549472437,0.00105034596473716,-0.929327600138522,0.352757061049672,-0.00235174023222037,0.00134395001987051,-1.74987179392798,0.0801920200803258,-0.00152174652859003,0.00149886067694331,-1.01526883185259,0.310019006922069,-0.000121631103994554,0.0015808403529268,-0.0769407889730062,0.9386732374875,-0.00179044736654858,0.00116869739832945,-1.5320025261525,0.125575011158437,0.000972244643174974,0.00135063814591429,0.719840947863081,0.47165122295821,0.00144232018278448,0.00137910008930418,1.04584155564241,0.295676704545971,0.00544848838329709,0.0012913349901797,4.21926798602345,2.48742347096457e-05,-0.00196370972082493,0.00140382458967268,-1.39882841152027,0.161916601600426,5.85294070929878e-05,0.00142711858145908,0.041012294180311,0.967287471741369,0.000133835115746516,0.00145062554692822,0.0922602776642944,0.92649435563908,-0.00245764850714783,0.00165219367787548,-1.48750630150581,0.136934166226001,-0.000693318472431857,0.00115286374842779,-0.601388042062528,0.547604487639215,0.00256484152115722,0.00176289151211451,1.45490604698686,0.14574806083013,-0.000168780251562898,0.00142543189935411,-0.118406394328186,0.905749659142846,0.000471560971474712,0.0010615572386987,0.444216245986671,0.656902413655292,0.000761183124487665,0.00115395941670942,0.659627291450352,0.50951858328204,-0.000842159049297278,0.00134303590471876,-0.627056243499041,0.530646443911426,0.00158050113860774,0.00143957062978171,1.09789759940254,0.272293662948707,0.000281698185202197,0.00160931212018938,0.175042604643434,0.861052116641835,3.55703006229015e-05,0.0013476225321748,0.0263948544741961,0.978943284017244,-0.000654753860566481,0.000871410277262057,-0.751372662970762,0.45245814690733,-0.000557669517344245,0.000735513673058765,-0.758204147347903,0.448358828487977,0.000775678128945583,0.00154071473578105,0.503453436857251,0.614664159611077,0.000694189508551626,0.00118273529464211,0.586935649672721,0.557269209570803,0.000399791331210169,0.0014286510293491,0.279838339102527,0.779611269971833,-0.000705793040151977,0.00131272597866491,-0.537654507965018,0.59083571263819,-0.000412495708904396,0.00124982551577354,-0.330042636910877,0.741379372772304,-0.000526612544377555,0.000909836439799493,-0.578799135033114,0.562746638290763
"US",-1.37522699575891,2.637969287371,-0.521320321029766,0.602163062473952,-0.0476886405217464,2.43507861171346,-0.0195840250463988,0.984375864656426,11.5686336407443,3.21970581007231,3.59307164168657,0.000329446244097988,-5.25379584484734,3.337130300077,-1.57434543227938,0.115460814116882,-2.85297264071605,3.54889971723591,-0.803903425859018,0.421484888624128,-4.28693941143882,2.66208046743108,-1.61037183657177,0.107369785993193,-0.409173011548997,3.18138287637492,-0.128614828032027,0.897666782498527,3.3413176903901,3.38196109992424,0.987982295380318,0.32320152016501,10.294780260497,2.76783143697939,3.71943902470158,0.000201505124213944,1.08824895532093,3.49861363042073,0.311051482180976,0.755772388107196,0.216963966570654,3.45315658800075,0.0628306191861019,0.949903495335557,-0.380447797906879,3.31918941744332,-0.114620695012919,0.908749645694172,-0.481911296954635,3.73622039187807,-0.128983637582577,0.897374958469661,1.7709597745645,2.57846026304937,0.686828414594261,0.492217646155005,1.17434334070273,4.21235052817325,0.278785759363668,0.780418938687431,-0.826391808432421,3.21067050997066,-0.257389167112004,0.796887271182701,0.642780137332226,2.38764662734554,0.269210749183113,0.787776849748385,-1.58666487872872,2.67618143938036,-0.592883896204024,0.553281403686111,1.67843427598873,3.23137627162423,0.519417775864608,0.603488771436562,0.357191962458552,3.25123983702736,0.109863307649778,0.912521490156447,-2.56517365664813,3.57509385767277,-0.717512255277669,0.473086263695978,1.48705536095127,3.03778038536043,0.48952036431522,0.624491398876796,-4.45134513501056,1.96785028589129,-2.26203444790742,0.0237312230102461,-1.66028140488842,1.7028942123096,-0.974976245081375,0.329611705844541,-4.16916210947057,3.44587950779797,-1.20989782145192,0.226366201335099,1.55076359788843,2.71532340668706,0.571115615204196,0.567942858687512,-1.6510699351116,3.39027479017633,-0.487001802890947,0.626275004909676,2.73019131564805,3.28154473402854,0.831983573875091,0.405451627822628,-2.52818155279896,2.89495477442244,-0.873306061682209,0.382531544091477,-3.29318070610851,2.1411442588606,-1.53804709443583,0.12409031013065
"JP",0.307235265935194,3.41386093927759,0.0899964208853241,0.928293090216645,-0.519971202380207,3.59070087830136,-0.144810503576725,0.884865396999153,1.53248673678535,4.33566497104694,0.353460598782221,0.723755693395234,-8.74302574252192,4.14970510819261,-2.10690290383789,0.0351677753023412,-18.0533924963339,5.50430683852114,-3.27986666186371,0.00104454022196371,-4.52591505745929,3.74457380049405,-1.20865959615007,0.226841712566875,-1.47022073609497,4.82912559968566,-0.30444864308161,0.760796768006484,-2.25745021388526,4.27844228849575,-0.527633671711616,0.597773305194129,12.024876734294,3.71177990016515,3.23965241951952,0.00120333656462783,-2.41669817671619,4.47916400369988,-0.539542239292857,0.589532962800348,0.849973069778822,4.57087634619076,0.185954072130428,0.852487121354645,11.447246504985,5.38141152000184,2.12718288918017,0.033445936554005,2.54278076940627,5.44268686119401,0.467192185450926,0.640379503416221,-1.44735215040687,2.94774603635107,-0.491003001126415,0.623442445772352,-0.0747023869304995,5.42949173775679,-0.0137586335035778,0.989023006685959,4.1905223447962,4.2432887691908,0.987564734038909,0.32340604875807,-6.21326703476785,3.19468614980685,-1.9448755663036,0.0518370392997899,-4.90497212650528,3.66262181121854,-1.33919699584637,0.180557739476051,1.2815657759813,3.95861091150245,0.323741283149976,0.74614529916903,2.63823431704422,4.44235883248618,0.593881407722241,0.552614027162196,4.31968939927307,5.28070952127822,0.818013068483925,0.413382503749831,13.5883345204993,4.78368071585448,2.84056050719766,0.00451873865127926,-0.448077078092194,2.59825471414534,-0.17245309924881,0.863087199558154,1.05622878984538,2.354411262587,0.448616945828235,0.653724354878839,-11.8309140604239,5.12212102265152,-2.30976855253989,0.0209350586130659,3.36787682180272,3.76332594352094,0.894920310477215,0.370865912832399,0.242100658682351,4.76354740198244,0.0508236064957801,0.959467787066463,4.80159446351022,4.3411783385192,1.10605786933602,0.268746220624375,-0.739243958300751,4.18837133284126,-0.176499144787927,0.859907831492985,-0.396642058399849,2.86021910097396,-0.13867541065815,0.88971134592802
"KR",0.0952156298001214,4.90622033795425,0.019407124678755,0.984516977969962,0.177504184014588,5.00211916863947,0.0354857967254042,0.971693562984114,-2.07948759945418,5.74010788523473,-0.362273260543281,0.717160712725643,-2.42561847328341,5.98707932962433,-0.405142197011045,0.685387565906183,3.3419282160229,6.46600456445009,0.51684594137108,0.605282929739515,-1.65542319581545,4.96137425767817,-0.333662229422329,0.738646220010009,2.30637021702752,5.70956040438039,0.403948825072078,0.686264878639321,4.36164478589352,5.37306833731028,0.811760527147312,0.416961550542752,11.3817794718452,4.82354676874004,2.35962871669599,0.0183253703490209,4.66566110908367,7.50274038837211,0.621860929149914,0.534057160420871,-4.35200131737361,7.97563474931695,-0.545662063793271,0.585318722824612,-12.7042209603708,6.8657610648228,-1.85037330026846,0.0643093373707062,25.1677362727801,9.92385531832091,2.53608456244991,0.0112353449256449,0.633405222584524,4.63564785159243,0.136637907550924,0.891321637506842,5.59635657602202,7.57303859495891,0.73898429353672,0.459945704329816,2.51514050976039,7.29002379623172,0.345011289409026,0.730098086727441,0.164778361923041,4.53277971598318,0.0363526075052821,0.971002423215041,2.12850584605486,4.6232306832776,0.460393606088863,0.645250559147401,-4.14635590130643,6.12047279130732,-0.677456798304103,0.498142529108146,-3.50775627379185,6.504080969433,-0.539316206282968,0.589688881513089,-0.609761148475838,7.47379296336899,-0.0815865721012659,0.934978225604652,-7.28983110150724,6.40941123875269,-1.13736360953583,0.255432143535912,-1.32345257490188,3.84163154628895,-0.3445027350893,0.730480423004042,-2.29667995092315,3.21717046854284,-0.713881957260222,0.475328195403685,-3.40666196471536,6.78109343694182,-0.502376496710199,0.61542131261951,-0.473778988661136,5.51788653992413,-0.0858624013439121,0.931578691405595,1.84278549880077,6.86558285994041,0.268409184827282,0.788393681676253,-2.1109362785474,6.69620476785748,-0.315243686794066,0.752587700659901,-12.7608010301894,6.3056619954673,-2.02370520959769,0.043045131518869,-3.38283433540744,3.87279070155184,-0.873487517425593,0.382432681815093
"FR",0.14751065589941,4.66809290732181,0.0315997686481437,0.974792288478588,1.00219730666974,4.68463754599074,0.213932731578658,0.830606850296714,1.57739884107815,5.56174463722577,0.283615833513881,0.77671467614084,-5.76879377218984,5.63433547954325,-1.02386409065182,0.305941125426574,-2.55115536421938,6.07775969993296,-0.419752588153086,0.674681369207073,-3.4106191875217,4.55885183125698,-0.748131177270861,0.45441062665774,-1.16403555838465,5.31194831544124,-0.219135332134337,0.826552149936643,0.543177383958461,5.37972184371365,0.100967559241595,0.919579616746235,5.23542073517864,5.49612960959292,0.952565006116443,0.34084923453747,10.7442561888454,7.18677377686129,1.49500408979588,0.134966442442461,-0.273970702540257,6.18471894141049,-0.0442980036984146,0.964668350426982,3.8189042365217,6.38257703284098,0.598332651039208,0.549640784514169,0.486688674521163,7.1234888153415,0.0683216731488377,0.945531869036924,-4.10417014760881,4.58520836884928,-0.895089125172911,0.370775678395385,3.51111099699159,6.86629400789633,0.511354595791233,0.609121769477388,2.56305008480989,7.02130541757042,0.365038968166233,0.715095301020383,0.223373277070175,3.81218122737478,0.0585946112598636,0.953276971906214,-2.10652967535053,4.6691996059383,-0.451154341885799,0.651894766657197,6.06941912686868,6.67686309227131,0.909022551906783,0.363375064909711,-2.36391476335242,5.76777923039102,-0.409848343517851,0.681931965389981,-7.53631339693926,7.3667579816731,-1.02301628690504,0.306341763685965,0.645481083280056,5.96004736612119,0.108301334474148,0.913760318326913,0.780368678491501,4.01852323357558,0.194192899513772,0.846031476278521,2.13169540385944,3.33751716150462,0.638706949119755,0.52303819177,-4.64366726212129,6.6416634548987,-0.699172322363948,0.484471693215653,-1.70377449534984,5.27577333717921,-0.322943080845243,0.746749704616405,-5.70025987195324,7.47077044132526,-0.763008302386286,0.445488714102903,1.24025734915053,6.60742539645236,0.187706598975215,0.85111306189812,1.24134945674172,4.84049608625713,0.256450874997315,0.797611580529309,-0.323032690534701,3.87347960998587,-0.083395996122432,0.93353947936877
"DE",-0.212744383640628,4.60959628164713,-0.0461524981022002,0.963190253018316,5.936595032439,4.87885144100968,1.21680176250876,0.223727944448199,-1.00294977613618,5.40618245888771,-0.185519039315319,0.85282827610066,-4.42836987150471,6.41486144654852,-0.690329776941227,0.490013770513792,-22.6505652818531,7.77389462569648,-2.91367022225668,0.00358538357236245,-3.98948133718007,4.7321154863315,-0.843065083407941,0.399225957048993,-0.579722837671309,6.05144703153281,-0.0957990435428908,0.923683405368431,1.00756147809091,5.93827678146118,0.169672367114384,0.865273578854282,10.2443194792721,4.78176774219727,2.14237077825214,0.0322041479839964,1.24102149696911,6.64953938056246,0.186632701296092,0.851954992358626,2.58611477425751,5.91256574312608,0.437392984131147,0.661842256750891,-1.90379518518922,5.95584223134062,-0.319651715280693,0.749243596509886,0.964098446698871,6.74763873672285,0.142879381116232,0.886390284235649,2.94886808857905,4.83969294569289,0.609308921385892,0.542342974725418,-0.447422604331185,8.86732915248227,-0.0504574259776898,0.959759570126489,2.39031989916236,5.98665734114947,0.39927454720557,0.689705259154514,-0.453728765925298,4.02044302509661,-0.112855414961239,0.910148993909939,-8.20069150564299,5.70048768026047,-1.43859472480577,0.150318014378102,1.98997170670487,5.73423195293431,0.347033695713437,0.728578285968801,-2.13424689081474,6.58857862870154,-0.323931307659806,0.746001434028781,4.28799351402218,6.54207391906963,0.655448649322505,0.512204295486161,3.75118868509767,5.8204107474054,0.644488653445955,0.519283474721695,-1.16094220746755,3.62407376154953,-0.320341771126416,0.748720517780435,-0.901886460613063,3.43305390918213,-0.262706757444401,0.792785709523377,0.325912011751128,6.35144186686042,0.0513130748234699,0.959077773259064,-1.2225976597852,5.54384777917019,-0.220532328535217,0.825464169021825,3.42156484127388,7.13089448245334,0.479822671572713,0.63137113933294,5.35204406262315,5.70804390390879,0.937631902052846,0.348471693402977,0.744685791186231,5.37246038727044,0.138611685802411,0.889761702476555,1.89160910769127,3.83372650978744,0.493412637250472,0.621739277857413
"app_year:US",0.00069672805108177,0.00130863254056896,0.532409235963866,0.594462483584788,2.17475141646577e-05,0.00120805101524175,0.018002148825069,0.985637743180338,-0.00572462760631527,0.00159705547744211,-3.58448888418327,0.000340446559964541,0.00259434537233866,0.00165556109231331,1.56704901098732,0.117156449270055,0.00140471006265331,0.00176038537872722,0.797955992834326,0.424927894659515,0.0021248073825206,0.00132046664551012,1.60913370265384,0.107640196100734,0.000203167608594236,0.00157824825589382,0.128729816640396,0.897575795192411,-0.00165666941022093,0.00167798293331529,-0.987298128800241,0.323536680629726,-0.00511426775562978,0.00137357965341397,-3.72331356461091,0.000198443566098396,-0.000530841158645019,0.00173535255390367,-0.305898163143214,0.75969289361794,-9.80049451740852e-05,0.0017128994596612,-0.0572158188394021,0.954375199710201,0.000183286444600676,0.00164681593656283,0.111297468363844,0.911384219427673,0.000241238478778682,0.00185357397317157,0.130147748226044,0.896453936222988,-0.000881283152800451,0.00127892079760364,-0.689083447897432,0.490797642889765,-0.000598403345924616,0.00208965583735894,-0.286364546365167,0.774608902753637,0.000411632153434887,0.00159279829773346,0.258433320791865,0.796081448269196,-0.000320621645587571,0.00118431814505802,-0.270722564646566,0.786613817230959,0.000785935455996573,0.00132777215103983,0.591920425037592,0.553926380679536,-0.000833979279761119,0.00160291113165378,-0.52029040368612,0.602880554311758,-0.00018139923303352,0.00161297230092859,-0.112462708088098,0.910460333101843,0.00127489252282473,0.00177341337717572,0.718891905989277,0.472235773485717,-0.000731069221391625,0.00150693422070555,-0.485136783906425,0.627597193682903,0.00221149683361649,0.00097616028262279,2.26550585286521,0.0235174684350212,0.00082316686066533,0.000844769759583922,0.974427471303859,0.329883974450643,0.00206257497966181,0.00170977362724281,1.20634389652385,0.227732913916387,-0.000777010281814343,0.00134701029476136,-0.576840640963327,0.564068949395212,0.00081860996364349,0.00168203837132947,0.486677341966027,0.626504942461604,-0.00134744478326825,0.00162773500713432,-0.827803529052602,0.407814998191517,0.0012572800032825,0.00143615740277153,0.875447218289705,0.381365979328073,0.00163929574990338,0.00106211919372531,1.54341975890076,0.122782178659158
"app_year:JP",-0.000157506392214375,0.00169388664941097,-0.0929852019727212,0.925918450116739,0.000262748839489853,0.00178163852614928,0.147475952968833,0.882761359147626,-0.000761369822349247,0.00215088707979748,-0.353979448526389,0.723366836213944,0.00433591694343087,0.00205888506832087,2.10595385344508,0.0352501734324249,0.00896928866155671,0.00273181666634198,3.28326888552407,0.00103203711178554,0.0022421489389656,0.00185809349009686,1.20669328584146,0.227598291147988,0.000741675245152138,0.00239660072763551,0.30946967369232,0.756975121502022,0.00111425383561656,0.00212317824228807,0.524804660025043,0.599738557070429,-0.00597417666630639,0.00184208830583156,-3.24315433054633,0.00118866896690059,0.00119440137701389,0.00222208927318136,0.537512777469949,0.590933576275898,-0.000425256406930903,0.00226783481063931,-0.187516482653788,0.851262099815236,-0.00567278657089348,0.00267001344070251,-2.12462846981059,0.0336587654989384,-0.00125989675991147,0.00270075044562582,-0.466498769611248,0.640875618430551,0.000710787860211763,0.0014624485349972,0.486025896434791,0.626966715674876,2.18483701009415e-05,0.00269434949449948,0.00810895919239319,0.993530329597102,-0.00207669980458854,0.00210537388680119,-0.986380527281919,0.323986552081037,0.00308360007300088,0.00158534370349038,1.94506722183452,0.0518139656141319,0.00244214632822896,0.00181750694231197,1.34367922970485,0.179103409145977,-0.000635432753052544,0.00196431283328502,-0.323488571822787,0.746336637414791,-0.0013200646297165,0.00220444268831518,-0.598820117535196,0.549315657284005,-0.00213180433735619,0.00261996733611845,-0.813675921820657,0.415863213129607,-0.00673459968283822,0.00237331602117034,-2.83763292488846,0.00456033108014308,0.000219462653868305,0.00128906060514253,0.170250066593292,0.864819271215089,-0.000526235189364334,0.00116811482358577,-0.450499538862921,0.65236671202425,0.0058750049442371,0.00254203355336155,2.31114374413669,0.0208589500935352,-0.00166952214278367,0.00186725767910422,-0.89410377660602,0.371302557056037,-0.000123128911336145,0.00236369145044828,-0.0520917869008634,0.958457307044728,-0.00238270664784469,0.00215387132302417,-1.10624373070682,0.268665794187224,0.000372074919135549,0.00207876250079465,0.17898866224175,0.85795270246951,0.000192122803819623,0.00141909877943921,0.135383672090498,0.892313115746006
"app_year:KR",-5.37727908946526e-05,0.00243390537811151,-0.0220932133920405,0.982374341413646,-8.64960129628031e-05,0.0024814685699609,-0.0348567836038181,0.972195111372241,0.00104139806818105,0.00284719504715208,0.365762812499522,0.714555082589093,0.00118692362847449,0.00297021158434687,0.399609116983323,0.689458793457323,-0.00166725750134403,0.0032074009660968,-0.519815738339998,0.603211359402294,0.000819141597732989,0.00246116294628108,0.33282704786806,0.739276573585917,-0.00115078558143813,0.00283239690267633,-0.406293899118008,0.684541289094614,-0.00217084453823569,0.00266556465577491,-0.814403257310824,0.415446587956308,-0.0056612453041348,0.00239329056120795,-2.36546510310784,0.0180393490722727,-0.00230033092354707,0.00372125701605307,-0.618159647028868,0.536493783360998,0.00216774468814,0.00395710353261856,0.547810960787656,0.583842274583911,0.00630265549677789,0.00340673116071381,1.85005954372322,0.0643545482754572,-0.012444742698177,0.00492298332327248,-2.52788642190739,0.0115008296026071,-0.000315847924739809,0.00229994758888278,-0.13732831403051,0.890775940789668,-0.00279119706516045,0.00375639450562591,-0.743052163711802,0.457479455380991,-0.00124323887490769,0.00361666617837448,-0.343752730716903,0.731044406112314,-7.75859784124722e-05,0.00224805120886688,-0.0345125494056602,0.972469593792886,-0.00106009268145226,0.00229352930393662,-0.462210218824201,0.643947487335573,0.00205665320735098,0.00303645714888084,0.67732001688514,0.498229284581696,0.00173026388425768,0.00322710001854693,0.536166798151107,0.591863334402094,0.000316239412511086,0.00370798452168245,0.0852860659643737,0.932036840308904,0.00362550127841492,0.0031798218388086,1.14015861963301,0.254266147556343,0.00065367855989331,0.00190567393072045,0.343017002728364,0.731597795083519,0.00113536154021924,0.00159579768174227,0.711469601196354,0.476821191833467,0.00167500292662884,0.0033643732778211,0.497864769545916,0.618597772348808,0.000233689605647144,0.00273708300123064,0.0853790716401633,0.931962905356174,-0.000917309958754551,0.00340541138223786,-0.269368324643275,0.787655605541206,0.00105519035082069,0.00332152906795497,0.317682106413226,0.750737240895519,0.00634095251884073,0.00312904115911351,2.02648421557906,0.0427597365864206,0.00167335209816437,0.00192133949202082,0.870929945027248,0.383827566002567
